-0.879869, 0.018815
-0.540296, -0.157034
0.344225, -0.237667
0.750501, 0.666354
-0.123619, 0.886572
-0.258826, -0.834506
0.161128, -0.659523
-0.086931, 0.097819
0.396709, 0.067849
-0.498426, 0.344245
0.266919, -0.460366
0.460079, 0.930330
-0.307583, -0.967163
-0.206896, -0.677963
0.711637, 0.469312
-0.977887, -0.570787
-0.857859, -0.717545
0.156683, -0.536452
-0.635219, -0.763347
0.504518, -0.844711
-0.783570, -0.689724
0.765525, 0.435056
-0.590879, 0.223728
0.307837, -0.560974
0.397151, -0.034333
-0.903797, 0.366156
0.214021, 0.171551
-0.343410, 0.438469
-0.243137, -0.562266
-0.119659, -0.270117
-0.798031, 0.324037
-0.490888, -0.016022
-0.907366, 0.247017
0.893363, 0.946658
0.031572, 0.201773
-0.574507, 0.215815
-0.145658, -0.366107
0.522597, 0.349136
0.402822, -0.999584
0.383571, -0.880888
0.057424, -0.261511
-0.419421, 0.184019
-0.459028, 0.416742
-0.638719, 0.703477
-0.952848, 0.717673
0.721129, 0.199480
-0.880549, -0.321497
-0.647437, 0.181212
0.869563, -0.042530
-0.199376, -0.243480
0.977830, 0.482490
-0.025354, -0.668129
-0.286057, -0.207996
-0.436960, -0.753561
-0.416570, 0.696700
-0.464594, 0.405585
0.669852, 0.240126
0.263802, -0.881235
-0.948976, 0.101926
0.794267, -0.273682
0.612635, -0.209989
-0.345773, 0.809008
-0.680330, -0.725699
0.064422, -0.527755
-0.896534, 0.960376
-0.266729, -0.271841
0.856888, -0.242766
0.401577, -0.009955
0.102815, 0.471951
0.612256, -0.780814
0.116269, -0.614847
-0.806231, 0.712516
-0.983444, 0.326932
-0.401331, -0.834363
-0.038832, 0.537169
0.707923, -0.652285
0.951843, 0.279747
0.267612, -0.102310
0.902846, -0.840327
-0.394381, 0.087096
-0.963120, -0.676655
0.860832, 0.206168
-0.922923, 0.442485
0.510230, -0.109677
-0.596503, -0.225550
0.725631, 0.596855
-0.044822, 0.843716
0.972733, -0.398813
0.317703, -0.066823
-0.648081, -0.564242
-0.254441, -0.247167
0.257688, -0.237964
-0.431544, -0.674381
0.750662, -0.912777
0.487049, -0.570407
-0.790277, 0.478810
0.451836, -0.453726
-0.372514, -0.412510
-0.101866, -0.866008
0.727263, 0.367326
-0.554949, -0.733314
0.452511, -0.514819
0.941213, -0.959760
-0.044080, -0.690738
-0.350425, -0.238863
-0.515803, -0.034798
-0.454843, 0.439203
-0.278477, 0.991159
0.481566, -0.325789
0.061047, -0.625317
-0.260457, -0.397664
-0.390140, 0.975035
-0.929752, -0.094476
0.660568, 0.013791
-0.243211, -0.674671
-0.140279, 0.744971
-0.293843, -0.745350
0.204821, 0.424131
-0.926089, 0.063983
0.396726, -0.953236
-0.502261, -0.935515
-0.466041, -0.545511
-0.706940, -0.664951
0.113628, 0.672777
-0.154834, -0.760140
0.383254, 0.986358
-0.411726, 0.837120
0.731683, -0.461288
0.532779, -0.860930
0.618190, -0.662952
-0.397073, 0.872656
-0.618973, -0.211346
0.507196, 0.236435
0.074138, 0.318800
0.328969, 0.291774
0.343389, -0.121575
0.116665, 0.660047
-0.343678, 0.808861
-0.403788, 0.521924
0.363518, 0.545190
-0.715335, -0.247375
0.175045, -0.930289
0.672650, 0.420652
-0.715353, 0.944653
-0.308180, 0.315743
-0.311710, -0.962985
0.806238, -0.643976
-0.266085, 0.933654
-0.171525, -0.050861
0.127638, -0.223910
0.414589, -0.683305
-0.591097, -0.061291
-0.885381, 0.577746
-0.612855, -0.462698
-0.118213, -0.808306
0.937051, -0.862787
-0.334536, -0.032729
-0.420792, 0.534948
0.589226, 0.613907
0.590989, 0.247496
0.402039, 0.005773
-0.590704, -0.733070
0.269032, 0.547400
-0.562413, 0.950112
-0.142876, -0.212809
0.306425, -0.422618
0.007511, 0.514561
0.167038, -0.862610
0.932296, 0.592486
0.302676, 0.475249
-0.040272, -0.011489
0.303824, 0.718835
-0.551332, 0.688243
0.773976, 0.662963
0.999056, 0.119471
0.157551, -0.920459
-0.749818, 0.527567
0.232436, -0.113812
-0.444157, -0.236064
0.638788, -0.176812
0.576159, -0.950971
0.789893, 0.563779
0.740687, -0.184624
-0.874920, -0.477940
0.096646, -0.754236
0.184833, 0.219667
-0.764255, 0.686861
0.480129, 0.427529
0.342117, 0.907472
0.018488, 0.907268
-0.733895, -0.225357
0.806389, -0.163882
-0.778655, -0.926970
-0.749240, 0.446716
0.756042, -0.590945
-0.119682, 0.359589
-0.685594, -0.613392
0.228632, -0.694467
0.097917, 0.982764
-0.090540, -0.093571
0.444421, -0.776247
0.984183, -0.147756
-0.993150, -0.158372
-0.263456, 0.219656
0.772561, 0.945918
-0.401292, 0.535194
0.560226, 0.087513
-0.343940, 0.184168
-0.757370, -0.110642
-0.214823, 0.580367
-0.527103, -0.090092
0.370478, 0.592325
-0.651670, 0.972915
0.150314, -0.257331
-0.484843, 0.045956
-0.772921, 0.247757
0.549555, -0.223457
-0.197310, -0.008986
-0.885019, 0.555825
0.101971, 0.265817
0.221859, 0.871197
0.476708, -0.619016
0.263216, -0.306478
-0.914579, 0.274098
0.504315, -0.569669
-0.218890, -0.927251
0.064922, 0.425454
-0.313055, -0.696839
-0.476489, 0.642928
-0.618921, 0.190993
-0.205096, 0.342090
0.565971, -0.296346
-0.287603, -0.022407
0.556666, 0.351791
-0.316659, -0.680964
0.687858, 0.000030
-0.880974, -0.215874
-0.991485, 0.897315
-0.107777, -0.010311
-0.947506, -0.161222
0.847752, -0.445312
-0.283185, 0.224718
-0.589855, 0.124544
0.180668, -0.918345
0.392460, -0.788339
-0.001900, -0.520876
-0.523280, 0.183771
0.939060, 0.183364
0.728364, -0.269998
0.352602, 0.062491
-0.904795, -0.445060
0.794253, -0.448115
0.027144, -0.770605
0.020166, 0.007091
0.103028, 0.068038
0.857320, -0.120580
-0.155053, -0.435801
0.566619, 0.066035
0.201207, 0.358909
0.308754, 0.988372
0.821910, -0.693322
-0.658867, 0.655801
-0.733021, 0.877759
0.331002, -0.628112
-0.280395, 0.603712
0.112766, -0.347669
0.429960, 0.165756
-0.766252, -0.570487
0.830313, -0.837724
0.527441, 0.565002
0.453552, 0.124864
0.984400, -0.582338
0.723270, 0.708327
0.067423, 0.778398
-0.914937, -0.925351
0.855169, 0.867428
0.547429, 0.020866
0.110118, -0.544514
-0.376701, 0.400721
-0.522165, 0.761231
-0.870503, -0.440243
-0.169007, 0.970273
-0.796659, 0.234241
0.269978, -0.176920
0.394920, -0.578322
0.271818, -0.416721
-0.332306, 0.281780
-0.519573, -0.714047
0.849861, -0.976374
0.365124, 0.011621
-0.248667, -0.891520
0.108423, 0.735737
0.527675, -0.558266
0.290623, -0.385707
0.550113, -0.496582
-0.238759, 0.673014
0.603619, -0.112968
0.439669, -0.068049
-0.202270, 0.486344
-0.235955, 0.693067
-0.629775, -0.012438
0.243857, 0.683151
0.424802, 0.493437
0.400822, -0.483217
-0.007635, -0.263774
0.410657, 0.803768
-0.505039, -0.053278
0.263874, 0.446692
-0.356966, -0.945489
-0.917645, -0.191792
-0.381446, 0.664606
0.242838, -0.302399
0.063483, -0.974182
-0.099449, 0.718923
-0.133594, 0.698869
-0.954901, -0.735143
0.365525, 0.637002
-0.592735, -0.559719
-0.930225, -0.090003
0.624031, 0.771433
0.051740, 0.548820
-0.488870, 0.892314
0.064512, 0.364165
0.903134, 0.609098
0.420742, -0.169642
0.189618, 0.302878
0.173941, -0.582554
